step,time,agent_id,x,y,vx,vy,ax,ay,speed,acceleration_magnitude,field_value,field_delta,neighbor_count,nearest_neighbor_distance,mean_neighbor_distance,avoidance_gain,quark_gain,directional_derivative_gain,linear_drag_gain,action_avoidance,action_quark,action_directional_derivative,action_linear_drag
117,11.7,2,13.50294685,41.88614273,-0.1975743622,-0.1349229515,0.5469686985,0.3830009699,0.2392484695,0.6677308679,19.08952623,0.02695659553,4,56.92523193,67.57658386,8,1.491966774,8,0.05,1,1,0,-1
117,11.7,3,-51.17308807,-15.25350189,-1.000379562,4.898901939,-2.954236984,20.5718708,5,20.7829113,-53.22518653,-1.207712924,4,24.6008091,43.14759207,8,0.6756974516,8,0.05,1,0,1,-1
117,11.7,4,-36.29280472,14.42238998,1.520184875,-2.058678627,-4.77682209,5.418764114,2.559124947,7.223644257,-104.6510429,0.3389019321,4,7.339269638,27.11504388,8,1.153338842,7.84,0.05,0,1,-1,-1
117,11.7,5,-42.93778229,11.03275108,-3.164802074,3.688320875,1.244474411,-0.6658242941,4.860008717,1.411396027,-103.3003578,0.01811621175,4,7.360434532,27.108881,8,0.6756974516,8,0.05,1,0,1,-1
118,11.8,1,-35.85209656,3.964711428,1.888003111,2.341696739,-0.1154852659,0.97716254,3.008005857,0.9839631319,-89.92435282,0.004927781693,4,10.04436588,26.8874507,8,1.324823798,5.449860994,0.05,1,1,0,-1
118,11.8,2,13.48828316,41.876194,-0.1466413289,-0.09949291497,0.5093303323,0.35430035,0.1772075593,0.6204403043,19.11085947,0.02133323763,4,56.86716843,67.43323994,8,1.521806109,8,0.05,1,1,0,-1
118,11.8,3,-51.26137161,-14.76135731,-0.88283813,4.921442509,-2.506255388,20.74913025,5,20.89994431,-54.43892316,-1.213736627,4,24.57788658,42.90135002,8,0.6756974516,8,0.05,1,0,1,-1
118,11.8,4,-36.19083023,14.27643681,1.019744515,-1.459533095,-5.004403591,5.991455078,1.780481935,7.806509495,-104.3620672,0.2889756685,4,7.459582806,26.89366996,8,1.176405619,7.6832,0.05,0,1,-1,-1
118,11.8,5,-43.23406601,11.38595295,-2.962823153,3.532019854,2.019790173,-1.563009262,4.610150337,2.553928375,-103.2126652,0.0876925645,4,7.486177921,27.22597182,8,0.6756974516,8,0.05,1,0,1,-1
119,11.9,1,-35.66347504,4.210454941,1.886199951,2.457436562,-0.01803165674,1.157398582,3.09786129,1.15753901,-89.93133637,-0.006983549424,4,10.31728745,26.81479931,8,1.351320274,5.449860994,0.05,1,1,0,-1
119,11.9,2,13.47822189,41.86940384,-0.100612551,-0.06791292131,0.4602877796,0.3157999814,0.1213880181,0.558206439,19.12683539,0.01597592308,4,56.83098984,67.29454041,8,1.552242231,8,0.05,1,1,0,-1
119,11.9,3,-51.3380928,-14.26727867,-0.7672170401,4.940787315,-2.057137489,20.88703918,5,20.98809624,-55.65691432,-1.217991154,4,24.56061935,42.66029453,8,0.6756974516,8,0.05,1,0,1,-1
119,11.9,4,-36.13865662,14.19412231,0.5217431784,-0.8231473565,-4.980013371,6.363857269,0.9745704532,8.080792427,-104.1502672,0.2117999577,4,7.613282204,26.70644736,8,1.199933732,7.529536,0.05,0,1,-1,-1
119,11.9,5,-43.50317764,11.71506882,-2.691099167,3.291154146,2.71723938,-2.40865612,4.251318455,3.631117344,-103.067535,0.1451301946,4,7.63090086,27.33757627,8,0.6756974516,8,0.05,1,0,1,-1
120,12,1,-35.47414398,4.469666004,1.893315434,2.592108727,0.07115449011,1.346722603,3.209933043,1.348600984,-89.95117879,-0.01984242001,4,9.994969368,26.74756312,8,1.37834668,5.449860994,0.05,1,1,0,-1
120,12,2,13.47193241,41.86523056,-0.0628926754,-0.04173412174,0.3771986961,0.2617879808,0.07547996938,0.4591424465,19.13786992,0.01103453084,4,56.81334305,67.15811253,8,1.583287076,8,0.05,1,1,0,-1
120,12,3,-51.40345001,-13.7715683,-0.6535754204,4.957099915,-1.608891726,20.98515701,5,21.04674149,-56.87734707,-1.220432755,4,24.55072212,42.42337036,8,0.6756974516,8,0.05,1,0,1,-1
120,12,4,-36.13246918,14.17710114,0.06188431382,-0.1702122092,-4.598588467,6.529351234,0.1811128408,7.986203194,-104.0328533,0.1174139272,4,7.770577908,26.54601657,8,1.223932406,7.37894528,0.05,0,1,-1,-1
120,12,5,-43.73913193,12.01239204,-2.359531164,2.973235369,3.315680504,-3.17918849,3.795723438,4.593579769,-102.8823766,0.1851584153,4,7.771032333,27.43242764,8,0.6756974516,8,0.05,1,0,1,-1
121,12.1,1,-35.28331375,4.744297028,1.90830195,2.746311665,0.1498645842,1.542029738,3.344225407,1.549295068,-89.98493994,-0.03376114764,4,9.729732513,26.68331051,8,1.405913613,5.449860994,0.05,1,1,0,-1
121,12.1,2,13.46877575,41.86281586,-0.03157025576,-0.0241388008,0.3132241964,0.1759532094,0.03974119574,0.359261632,19.14483779,0.006967863086,4,56.80870438,67.02086258,8,1.614952817,8,0.05,1,1,0,-1
121,12.1,3,-51.45764542,-13.2745142,-0.5419591665,4.970541,-1.163612127,21.04320717,5,21.07535362,-58.09838276,-1.221035686,4,24.54986763,42.18961048,8,0.6756974516,8,0.05,1,0,1,-1
121,12.1,4,-36.15041351,14.2215004,-0.1794536114,0.4439928532,-2.413379192,6.142050266,0.4788875282,6.599180222,-104.0141731,0.01868025398,4,7.908684254,26.40601671,8,1.248411054,7.37894528,0.05,1,1,0,-1
121,12.1,5,-43.93712997,12.27118206,-1.979967475,2.5879035,3.795636415,-3.853319168,3.258452892,5.408782005,-102.6777759,0.2046007224,4,7.903721333,27.50500166,8,0.6756974516,8,0.05,1,0,1,-1
122,12.2,1,-35.09031296,5.036322117,1.930023789,2.920248985,0.2172185928,1.73937273,3.500406504,1.752883792,-90.0337481,-0.04880815994,4,9.516787529,26.61843324,8,1.434031885,5.449860994,0.05,1,1,0,-1
122,12.2,2,13.45628643,41.85915756,-0.1248966157,-0.0365961194,-0.9332635999,-0.1245731637,0.13014777,0.9415409565,19.14811484,0.003277049876,4,56.79882431,66.87663555,8,1.647251874,8,0.05,1,1,0,-1
122,12.2,3,-51.50088501,-12.77638721,-0.4323802888,4.981269836,-0.7230391502,21.06122398,5,21.07363129,-59.31816743,-1.219784676,4,24.55964851,41.95669079,8,0.6756974516,8,0.05,1,0,1,-1
122,12.2,4,-36.19577789,14.32846737,-0.453630358,1.0696733,-2.741767406,6.256803513,1.16188705,6.831169605,-104.065042,-0.05086894707,4,8.027246475,26.27907491,8,1.273379275,7.37894528,0.05,1,1,0,-1
122,12.2,5,-44.09356308,12.4858017,-1.564316988,2.146193981,4.156505108,-4.417095184,2.655792952,6.065250874,-102.4751741,0.2026018079,4,8.010053635,27.54362202,8,0.6892114006,8,0.05,1,1,0,-1
123,12.3,1,-34.89459991,5.347695827,1.957125306,3.113735199,0.2710151374,1.934862018,3.677728415,1.953750253,-90.09876177,-0.06501367033,4,9.357670784,26.5487411,8,1.462712523,5.449860994,0.05,1,1,0,-1
123,12.3,2,13.48459148,41.84547806,0.2830527425,-0.1367869526,4.079493523,-1.001908302,0.3143716455,4.200724602,19.16527286,0.01715802761,4,56.77381897,66.71336365,8,1.680196911,8,0.05,1,1,0,-1
123,12.3,3,-51.53336716,-12.27744389,-0.3248340189,4.989437103,-0.2889817357,21.03948402,5,21.04146767,-60.53485588,-1.21668845,4,24.58151817,41.73170233,8,0.6756974516,8,0.05,1,0,1,-1
123,12.3,4,-36.26933289,14.49672222,-0.7355607748,1.682546139,-2.819303751,6.128727913,1.836303711,6.74609375,-104.1876071,-0.1225650793,4,8.10989666,26.17164445,8,1.298846861,7.37894528,0.05,1,1,0,-1
123,12.3,5,-44.20650482,12.65202427,-1.129429102,1.662225008,4.348879337,-4.839689255,2.009627342,6.506561279,-102.2947965,0.1803775162,4,8.078514099,27.55258703,8,0.7029956286,8,0.05,1,1,0,-1
124,12.4,1,-34.69578171,5.680304527,1.988166332,3.32608676,0.3104102015,2.123515368,3.875004292,2.146082878,-90.18110113,-0.08233935653,4,9.25173378,26.48179364,8,1.491966774,5.449860994,0.05,1,1,0,-1
124,12.4,2,13.57578182,41.73176956,0.9119033217,-1.137066483,6.288505554,-10.00279522,1.457562327,11.81529522,19.11099032,-0.05428254866,4,56.77505875,66.56806278,8,1.713800849,8,0.05,1,1,0,-1
124,12.4,3,-51.55529404,-11.77792454,-0.2192622423,4.995190144,0.1373991072,20.97848511,5,20.97893524,-61.74663851,-1.211782629,4,24.61676216,41.5036273,8,0.6756974516,8,0.05,1,0,1,-1
124,12.4,4,-36.3705101,14.72321129,-1.011760473,2.264892817,-2.761996269,5.823467255,2.48060441,6.445261478,-104.3750996,-0.1874924811,4,8.148718834,26.0756247,8,1.324823798,7.37894528,0.05,1,1,0,-1
124,12.4,5,-44.27617264,12.76738548,-0.6966645718,1.153612375,4.327644825,-5.086125851,1.347650886,6.67811203,-102.1531858,0.1416107526,4,8.105098724,27.52396345,8,0.7170555412,8,0.05,1,1,0,-1
125,12.5,1,-34.4934082,6.03590107,2.023746729,3.555963755,0.3558033705,2.298769712,4.091506958,2.326142311,-90.28178017,-0.1006790469,4,9.196677208,26.40793777,8,1.491966774,5.558858214,0.05,1,0,1,-1
125,12.5,2,13.67980194,41.48347473,1.040205717,-2.482940674,1.283024311,-13.45874119,2.692029476,13.51975822,18.88984396,-0.2211463533,4,56.78110886,66.41137695,8,1.748076866,8,0.05,1,1,0,-1
125,12.5,3,-51.56685638,-11.27805805,-0.1156343818,4.998662472,0.5540815592,20.87922859,4.999999523,20.88657951,-62.95174658,-1.205108068,4,24.66658401,41.25701571,8,0.6756974516,8,0.05,1,0,1,-1
125,12.5,4,-36.49766159,15.00325298,-1.271510005,2.800415516,-2.597495079,5.35522604,3.075559139,5.951926231,-104.61409,-0.2389904524,4,8.144001007,25.97582173,8,1.351320274,7.37894528,0.05,1,1,0,-1
125,12.5,5,-44.30588531,12.83202362,-0.2971441746,0.6463793516,3.995203972,-5.072329998,0.711407721,6.456793785,-102.0610516,0.09213416566,4,8.093475342,27.44373536,8,0.731396652,8,0.05,1,1,0,-1
126,12.6,1,-34.28716278,6.416060448,2.062450886,3.801594496,0.387041688,2.45630765,4.325023174,2.48661375,-90.40102828,-0.1192481025,4,9.188603401,26.31263375,8,1.491966774,5.670035378,0.05,1,0,1,-1
126,12.6,2,13.75656796,41.1063118,0.7676618695,-3.771638393,-2.725438356,-12.88697624,3.848968744,13.17202187,18.56384098,-0.326002986,4,56.73605728,66.18565845,8,1.783038404,8,0.05,1,1,0,-1
126,12.6,3,-51.56824875,-10.77805996,-0.0139088193,4.99998045,0.9595881104,20.74364662,5,20.76582909,-64.14848119,-1.196734613,4,24.73195457,40.98500395,8,0.6756974516,8,0.05,1,0,1,-1
126,12.6,4,-36.64818954,15.33061886,-1.505280733,3.273662329,-2.337707758,4.732468128,3.603156328,5.278364658,-104.8858155,-0.2717254707,4,8.10447979,25.86593485,8,1.37834668,7.37894528,0.05,1,1,0,-1
126,12.6,5,-44.30502701,12.85219765,0.008598864079,0.2017419934,3.057430267,-4.446373463,0.2019251585,5.396120548,-102.0209707,0.04008090474,4,8.055016518,27.30866623,8,0.746024585,8,0.05,1,1,0,-1
127,12.7,1,-34.07689285,6.822126389,2.102696896,4.060659409,0.4024599791,2.590647936,4.572776794,2.621722937,-90.53862542,-0.1375971418,4,9.221920013,26.19143057,8,1.491966774,5.783436086,0.05,1,0,1,-1
127,12.7,2,13.78317547,40.61871719,0.2660716772,-4.875962257,-5.015902042,-11.04323673,4.883216381,12.12898827,18.20933094,-0.354510039,4,56.61294937,65.86443806,8,1.783038404,8,0.05,1,0,1,-1
127,12.7,3,-51.55965805,-10.27813339,0.08591621369,4.999261856,1.351946235,20.57354355,5,20.61791611,-65.33521043,-1.186729243,4,24.72131538,40.68676758,8,0.6756974516,8,0.05,1,0,1,-1
127,12.7,4,-36.81863785,15.69764042,-1.70446825,3.670211554,-1.991875648,3.965492964,4.046685696,4.437645912,-105.1678176,-0.2820020671,4,8.047964096,25.74666691,8,1.405913613,7.37894528,0.05,1,1,0,-1
127,12.7,5,-44.29197311,12.87740326,0.1305415928,0.2520562708,1.219427228,0.5031427145,0.2838546634,1.319149494,-102.0230296,-0.002058876157,4,8.008905411,27.12673855,8,0.7609450767,8,0.05,1,1,0,-1
128,12.8,1,-33.86260986,7.255187988,2.142822504,4.330616474,0.4012571573,2.699571371,4.831762314,2.72922945,-90.69383894,-0.1552135245,4,9.289343834,26.05243444,8,1.491966774,5.899104807,0.05,1,0,1,-1
128,12.8,2,13.75251865,40.11965942,-0.3065649569,-4.99059248,-6.205849171,-8.951836586,4.999999523,10.89256382,17.88781248,-0.321518453,4,56.40570831,65.43957233,8,1.783038404,8,0.05,1,0,1,-1
128,12.8,3,-51.54127884,-9.778470993,0.1838033348,4.996620655,1.729245782,20.37222481,5,20.44548416,-66.5104008,-1.175190368,4,24.26928329,40.38609171,8,0.6756974516,8,0.05,1,0,1,-1
128,12.8,4,-37.00527954,16.09650612,-1.866423488,3.988652229,-1.619552255,3.184407473,4.403735161,3.572590113,-105.435991,-0.2681734284,4,7.987770557,25.62911212,8,1.405913613,7.526524186,0.05,1,0,1,-1
128,12.8,5,-44.24100494,12.94970131,0.509668529,0.7229825258,3.791269302,4.709262848,0.8845708966,6.045732498,-102.043029,-0.01999938453,4,7.966085911,26.93029797,8,0.7761639783,8,0.05,1,1,0,-1
129,12.9,1,-33.64871979,7.707129478,2.138901949,4.519413471,0.384272933,2.782766581,5,2.809173346,-90.86533399,-0.1714950419,4,9.383244514,25.90661144,8,1.491966774,6.017086903,0.05,1,0,1,-1
129,12.9,2,13.66786957,39.62687683,-0.8464951515,-4.92782402,-6.698917866,-6.937955856,5.000000477,9.644207001,17.67935969,-0.2084527946,4,56.15572739,64.94975471,8,1.783038404,8,0.05,1,0,1,-1
129,12.9,3,-51.51330566,-9.27925396,0.2797314823,4.992168903,2.09041214,20.14197159,5,20.2501564,-67.6726005,-1.162199695,4,23.87182045,40.09488773,8,0.6756974516,8,0.05,1,0,1,-1
129,12.9,4,-37.20357895,16.51798439,-1.983004451,4.214784145,-1.165809512,2.261319876,4.657972813,2.544146061,-105.6675095,-0.2315185481,4,7.890380383,25.50663626,8,1.405913613,7.677054669,0.05,1,0,1,-1
129,12.9,5,-44.13889694,13.07454967,1.021071076,1.248483658,5.114025593,5.255010605,1.612853885,7.332693577,-102.119611,-0.07658199322,4,7.890374184,26.71389031,8,0.7916872578,7.84,0.05,0,1,-1,-1
130,13,1,-33.44253159,8.162635803,2.061898708,4.555060387,0.356300354,2.844713688,5,2.86694026,-91.04773255,-0.1823985679,4,9.500957489,25.75306392,8,1.491966774,6.137428642,0.05,1,0,1,-1
130,13,2,13.53285694,39.14545059,-1.350128651,-4.814265728,-6.729548454,-4.902048588,5,8.325676918,17.59261598,-0.08674370508,4,55.87419128,64.40688801,8,1.783038404,8,0.05,1,0,1,-1
130,13,3,-51.47593307,-8.780652046,0.3737083972,4.986014843,2.434784651,19.88494492,5,20.03345299,-68.82046633,-1.147865833,4,23.53878593,39.81162405,8,0.6756974516,8,0.05,1,0,1,-1
130,13,4,-37.40826416,16.95154762,-2.04683876,4.335632801,-0.6383437514,1.208485842,4.794503212,1.366719007,-105.8419303,-0.1744207538,4,7.743118286,25.37657261,8,1.405913613,7.830595763,0.05,1,0,1,-1
130,13,5,-43.97944641,13.25192451,1.594518661,1.773745537,5.734476566,5.25261879,2.385091782,7.776517391,-102.2701795,-0.1505685131,4,7.767401695,26.47058439,8,0.807521003,7.6832,0.05,0,1,-1,-1
131,13.1,1,-33.244133,8.621588707,1.983982444,4.589532852,0.3255320787,2.900208235,5,2.918420792,-91.23322822,-0.1854956695,4,9.642199516,25.59020114,8,1.491966774,6.260177214,0.05,1,0,1,-1
131,13.1,2,13.35174561,38.67940521,-1.811113715,-4.660458088,-6.338337898,-2.909763575,5,6.974328041,17.62848027,0.035864287,4,55.56587982,63.81472683,8,1.783038404,8,0.05,1,0,1,-1
131,13.1,3,-51.42935562,-8.282826424,0.4657567143,4.978259563,2.761814594,19.60359001,4.999999523,19.79718018,-69.95277423,-1.132307898,4,23.27298355,39.53673983,8,0.6756974516,8,0.05,1,0,1,-1
131,13.1,4,-37.61343384,17.38557053,-2.051679134,4.340229034,-0.04840440303,0.04596337676,4.800726414,0.06675041467,-105.9437761,-0.1018458318,4,7.541064262,25.23418975,8,1.405913613,7.987207678,0.05,1,0,1,-1
131,13.1,5,-43.75986862,13.48000526,2.195775986,2.280806065,6.012573719,5.070604801,3.165992498,7.865244865,-102.4993774,-0.2291979076,4,7.590332031,26.19641018,8,0.8236714231,7.529536,0.05,0,1,-1,-1
132,13.2,1,-33.05360031,9.083863258,1.905324817,4.622741222,0.2936403155,2.952927351,5,2.967491388,-91.42109073,-0.1878625083,4,9.792760849,25.41368365,8,1.491966774,6.385380759,0.05,1,0,1,-1
132,13.2,2,13.12915134,38.23168564,-2.225941181,-4.477185249,-5.574906826,-1.036751747,5,5.670488834,17.78649841,0.1580181344,4,55.03955078,63.17774582,8,1.783038404,8,0.05,1,0,1,-1
132,13.2,3,-51.37376404,-7.785926342,0.5559079051,4.969000816,3.071110487,19.30044174,5.000000477,19.54325485,-71.0684221,-1.115647872,4,23.07470322,39.26975107,8,0.6756974516,8,0.05,1,0,1,-1
132,13.2,4,-37.81269073,17.80755234,-1.992576838,4.21981144,0.5910227895,-1.204174876,4.666601658,1.341396689,-105.964919,-0.02114289103,4,7.282314301,25.07468057,8,1.405913613,8,0.05,1,0,1,-1
132,13.2,5,-43.47952652,13.75601387,2.803408146,2.760085344,6.076320648,4.792793751,3.934103251,7.7390275,-102.8041365,-0.3047590947,4,7.355038166,25.88923538,8,0.8401448515,7.37894528,0.05,0,1,-1,-1
133,13.3,1,-32.87098312,9.549322128,1.826156974,4.654583931,0.2602105439,2.999526024,5,3.01079154,-91.61042264,-0.1893319128,4,9.93738842,25.21955872,8,1.491966774,6.513088374,0.05,1,0,1,-1
133,13.3,2,12.86979008,37.80421448,-2.59361434,-4.274712086,-4.503299713,0.6624066234,5,4.551756859,18.06498407,0.2784856612,4,54.20968628,62.50051975,8,1.783038404,8,0.05,1,0,1,-1
133,13.3,3,-51.30934525,-7.290093899,0.6442067623,4.958325863,3.362585783,18.97820091,5,19.27379227,-72.16645135,-1.098029248,4,22.9428463,39.00952625,8,0.6756974516,8,0.05,1,0,1,-1
133,13.3,4,-37.99960327,18.20499992,-1.8691293,3.974480867,1.234475136,-2.45330596,4.392054558,2.746386528,-105.9063642,0.05855478947,4,6.96620369,24.89281726,8,1.405913613,8,0.05,1,0,1,-1
133,13.3,5,-43.13762665,14.0784893,3.419011354,3.224758625,6.156032085,4.64673233,4.69986248,7.712901592,-103.1754546,-0.3713181476,4,7.058543682,25.54810393,8,0.8401448515,7.526524186,0.05,1,0,1,-1
134,13.4,1,-32.69630432,10.0178175,1.746770024,4.68495369,0.2247526944,3.035712719,4.999999523,3.044021368,-91.80009911,-0.1896764616,4,10.06098938,25.00423622,8,1.491966774,6.643350141,0.05,1,0,1,-1
134,13.4,2,12.57849216,37.39829636,-2.912976027,-4.059180737,-3.193617344,2.155314922,4.996236324,3.852865696,18.46119796,0.3962138915,4,53.36996078,61.78687477,8,1.783038404,8,0.05,1,0,1,-1
134,13.4,3,-51.23627472,-6.795462132,0.7307095528,4.94631815,3.636357307,18.63960648,5,18.99099922,-73.2460428,-1.079591449,4,22.87779236,38.75519323,8,0.6756974516,8,0.05,1,0,1,-1
134,13.4,4,-38.16794968,18.5658741,-1.68346262,3.608739614,1.856666207,-3.657413244,3.98209095,4.101692677,-105.778811,0.1275531767,4,6.589944839,24.68261075,8,1.405913613,8,0.05,1,0,1,-1
134,13.4,5,-42.76786423,14.41505432,3.697624207,3.365646839,6.093065739,4.41891861,5.000000477,7.526771545,-103.6013669,-0.4259123011,4,6.695842743,25.17210627,8,0.8401448515,7.677054669,0.05,1,0,1,-1
135,13.5,1,-32.5295639,10.48919582,1.667418361,4.713779449,0.1850109696,3.054543257,5,3.060141087,-91.98876196,-0.1886628516,4,10.14929485,24.76938176,8,1.491966774,6.776217144,0.05,1,0,1,-1
135,13.5,2,12.27004051,37.02666473,-3.084517956,-3.716313601,-1.715418458,3.42867136,4.829620838,3.833855391,18.97115058,0.5099526167,4,52.52462769,61.05126095,8,1.783038404,8,0.05,1,0,1,-1
135,13.5,3,-51.15472794,-6.302156448,0.815458715,4.933054447,3.892415524,18.28739738,5,18.69705391,-74.30653929,-1.060496488,4,22.83856392,38.49923706,8,0.6756974516,8,0.05,1,0,1,-1
135,13.5,4,-38.31199265,18.87898064,-1.440434098,3.13106513,2.430285692,-4.776743889,3.446508169,5.359437466,-105.6016054,0.1772056263,4,6.195847034,24.45276177,8,1.405913613,8,0.05,1,0,1,-1
135,13.5,5,-42.39268875,14.74557304,3.751760244,3.305191994,5.927967548,4.140896797,5,7.231032372,-104.0281914,-0.426824473,4,6.30725193,24.78115058,8,0.8401448515,7.830595763,0.05,1,0,1,-1
136,13.6,1,-32.37073135,10.96329784,1.588318586,4.741016865,0.1395152211,3.049889326,5,3.053078651,-92.17482978,-0.1860678195,4,10.18945408,24.51954842,8,1.491966774,6.911741487,0.05,1,0,1,-1
136,13.6,2,11.96011829,36.69969559,-3.099223137,-3.269674778,-0.147050783,4.466388702,4.505103588,4.468808651,19.56925202,0.5981014488,4,51.69233322,60.31817055,8,1.783038404,8,0.05,1,0,1,-1
136,13.6,3,-51.06488037,-5.810295105,0.8984747529,4.918611526,4.130710602,17.92411423,4.999999523,18.39392853,-75.34742285,-1.04088356,4,22.7986908,38.2377224,8,0.6756974516,8,0.05,1,0,1,-1
136,13.6,4,-38.42697144,19.13492203,-1.149769664,2.559413433,2.906644583,-5.716516972,2.805809736,6.41304493,-105.4004248,0.2011806519,4,5.808368206,24.20783818,8,1.434031885,7.84,0.05,0,1,-1,-1
136,13.6,5,-42.01236725,15.07015896,3.803210735,3.245856762,5.699786186,3.832035303,5,6.868191719,-104.4245979,-0.3964064694,4,5.915513515,24.38924038,8,0.8401448515,7.987207678,0.05,1,0,1,-1
137,13.7,1,-32.21976089,11.43996143,1.509704471,4.766633511,0.08806459606,3.016321182,5,3.017606497,-92.35646663,-0.1816368503,4,10.17120934,24.25681949,8,1.491966774,7.049976317,0.05,1,0,1,-1
137,13.7,2,11.66485596,36.42533875,-2.952627659,-2.743578196,1.465954781,5.260965824,4.030537605,5.461390495,20.21952541,0.6502733886,4,50.89121628,59.60466385,8,1.783038404,8,0.05,1,0,1,-1
137,13.7,3,-50.96689987,-5.319988728,0.979788065,4.903061867,4.351734161,17.55239487,5,18.0838089,-76.36831319,-1.020890347,4,22.75832558,37.97340727,8,0.6756974516,8,0.05,1,0,1,-1
137,13.7,4,-38.5092659,19.3261528,-0.8229478598,1.912303448,3.26821804,-6.471099854,2.081861496,7.249577999,-105.2034983,0.1969264269,4,5.420088768,23.94527555,8,1.462712523,7.6832,0.05,0,1,-1,-1
137,13.7,5,-41.62713623,15.38890171,3.852308273,3.187431097,5.332447052,3.421617031,4.999999523,6.335807323,-104.7877882,-0.3631902656,4,5.512277603,23.9987793,8,0.8401448515,8,0.05,1,0,1,-1
138,13.8,1,-32.07658005,11.91902161,1.431816697,4.790605068,0.03076953441,2.948651314,4.999999523,2.948812008,-92.53162547,-0.1751588437,4,10.08711529,23.98377419,8,1.491966774,7.190975843,0.05,1,0,1,-1
138,13.8,2,11.40041733,36.20896912,-2.644384623,-2.163688421,3.082430601,5.798897266,3.416769981,6.567235947,20.87765041,0.6581249943,4,50.13853455,58.92723179,8,1.783038404,8,0.05,1,0,1,-1
138,13.8,3,-50.86095428,-4.83134222,1.059452653,4.88646698,4.556386471,17.17494011,5,17.76905251,-77.36898092,-1.000667729,4,22.71759987,37.70902681,8,0.6756974516,8,0.05,1,0,1,-1
138,13.8,4,-38.5566864,19.44705009,-0.4742195606,1.208968163,3.487282991,-7.033351898,1.298648596,7.85042572,-105.0378006,0.1656977335,4,5.022256851,23.66314793,8,1.491966774,7.529536,0.05,0,1,-1,-1
138,13.8,5,-41.23720551,15.70188046,3.899288177,3.129784584,4.908551216,2.986323118,5,5.745606899,-105.1148348,-0.3270466732,4,5.088833809,23.61185575,8,0.8401448515,8,0.05,1,0,1,-1
139,13.9,1,-31.94108963,12.40031433,1.354907393,4.812922955,-0.03221230954,2.840736866,5,2.840919495,-92.69800804,-0.1663825693,4,9.910957336,23.7034955,8,1.491966774,7.33479536,0.05,1,0,1,-1
139,13.9,2,11.18131828,36.05259323,-2.190991163,-1.563756347,4.533935547,5.999320507,2.691797972,7.519868374,21.4940099,0.6163594973,4,49.45036316,58.30160904,8,1.818699172,8,0.05,1,1,0,-1
139,13.9,3,-50.74720383,-4.344453812,1.137521982,4.868885517,4.745405674,16.79416466,5.000000477,17.45172882,-78.34932507,-0.980344153,4,22.67663383,37.4468627,8,0.6756974516,8,0.05,1,0,1,-1
139,13.9,4,-38.56908035,19.49370384,-0.1239467263,0.4665292501,3.502728224,-7.424388885,0.4827134907,8.209180832,-104.9255499,0.112250713,4,4.605592251,23.36017931,8,1.521806109,7.37894528,0.05,0,1,-1,-1
139,13.9,5,-40.84276581,16.00915527,3.944384575,3.07275629,4.433576107,2.532252073,5,5.105771065,-105.4026602,-0.287825391,4,4.636466026,23.2298882,8,0.8401448515,8,0.05,1,0,1,-1
140,14,1,-31.81316566,12.88367271,1.279232264,4.83358717,-0.1005850285,2.685968876,5,2.687851667,-92.85306517,-0.1550571265,4,9.605392456,23.41924834,8,1.491966774,7.481491267,0.05,1,0,1,-1
140,14,2,11.02163887,35.95516586,-1.596797943,-0.9742695689,5.941932201,5.894867897,1.870551944,8.369947433,22.02041935,0.526409448,4,48.83978271,57.74119186,8,1.855073155,8,0.05,1,1,0,-1
140,14,3,-50.62579727,-3.8594172,1.21406424,4.850365639,4.919875145,16.41244888,5,17.13399124,-79.30938355,-0.9600584725,4,22.63553238,37.18895626,8,0.6756974516,8,0.05,1,0,1,-1
140,14,4,-38.5523262,19.46250725,0.1675485075,-0.311960578,2.914952278,-7.784898281,0.3541072011,8.312736511,-104.88161,0.04393985013,4,4.160736084,23.0364356,8,1.552242231,7.231366374,0.05,0,1,-1,-1
140,14,5,-40.44398117,16.31077003,3.987834454,3.016152143,3.904861212,2.058726788,5,4.414328575,-105.648018,-0.2453577411,4,4.143881321,22.85330665,8,0.8401448515,8,0.05,1,0,1,-1
141,14.1,1,-31.69266319,13.36893463,1.205030322,4.852618217,-0.1741399169,2.477138281,5,2.48325181,-92.99399584,-0.1409306708,4,9.28633213,23.13537574,8,1.491966774,7.631121093,0.05,1,0,1,-1
141,14.1,2,10.93482399,35.91211319,-0.8681513071,-0.4305440784,7.286466122,5.437254906,0.9690484405,9.091552734,22.41060884,0.3901894826,4,48.3182106,57.25941753,8,1.892174618,8,0.05,1,1,0,-1
141,14.1,3,-50.49687958,-3.376322269,1.289160967,4.83094883,5.08100605,16.03203964,5,16.81793404,-80.24932946,-0.9399459163,4,22.59437561,36.93624878,8,0.6756974516,8,0.05,1,0,1,-1
141,14.1,4,-38.49359894,19.36351967,0.5872627497,-0.9898846149,4.197142601,-6.779240131,1.150977492,7.973336697,-104.9124675,-0.0308575052,4,3.675840855,22.69358981,8,1.583287076,7.086739047,0.05,0,1,-1,-1
141,14.1,5,-40.04099274,16.60674286,4.029887676,2.959731102,3.320326805,1.565527081,5,3.670891523,-105.8474891,-0.1994711878,4,3.622605801,22.48781645,8,0.8401448515,8,0.05,1,0,1,-1
